,Unnamed: 0,Hashtag,1,2,3,4,5,6,7,8,9,10,Source,id,topk,mutlitoken,charner,answer,annotator,annotation_id,created_at,updated_at,lead_time,Final Segmentation,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10
966,1026,saraalikhan,sara ali khan,saraalikhan,sara alikhan,saraalikh an,sar aalikhan,saraali khan,s araalikhan,saraalikha n,saraa likhan,sa raalikhan,roman,229384,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 4, ""text"": ""sara"", ""labels"": [""Named Entity""]}, {""start"": 4, ""end"": 7, ""text"": ""ali"", ""labels"": [""Named Entity""]}, {""start"": 7, ""end"": 11, ""text"": ""khan"", ""labels"": [""Named Entity""]}]",saraalikhan,3,1305,2021-12-17T15:55:42.830577Z,2021-12-17T15:55:42.830624Z,16.836,sara ali khan,sara alikhan,saraali khan,sara ali khan,sara a likhan,sa raalikhan,saraalikhan,sara al ikhan,saraa likhan,saraal ikhan,sa ra alikhan
967,1027,salaar,salaar,sa laar,sal aar,sala ar,salaa r,s alaar,sa laa r,sala a r,sal aa r,sa l aar,roman,229383,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""salaar"", ""labels"": [""Named Entity""]}]",salaar,3,1304,2021-12-17T15:55:24.455763Z,2021-12-17T15:55:24.455808Z,13.51,salaar,salaar,sala ar,s a la ar,s a laar,s al aar,sal aar,s ala ar,s alaar,sa laar,sa la ar
968,1028,celebrationtohbantahai,celebrationtohbantahai,celebrationtohbantaha i,celebrationtohbanta hai,celebrationtohbantah ai,c elebrationtohbantahai,ce lebrationtohbantahai,celebration tohbantahai,celeb rationtohbantahai,cel ebrationtohbantahai,celebrationtohbant ahai,roman,229381,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has a mix of english and hindi tokens""]}",None,celebration toh banta hai,3,1302,2021-12-17T15:48:31.578715Z,2021-12-17T15:48:31.578764Z,15.596,celebration toh banta hai,celebration toh banta hai,celebrationtohbanta hai,celebration tohbanta hai,celebrationtoh banta hai,celebrationtohbantahai,celebration to hbanta hai,celebration to h banta hai,celebratio ntoh banta hai,celebration to hbantahai,celebration to hban ta hai
969,1029,cumartesi,cumartesi,cumartes i,cumarte si,c umartesi,cum artesi,cumar tesi,cumart esi,cu martesi,cumart e si,cuma rtesi,roman,229380,$1,Hashtag has non english token ,None,cumartesi,3,1301,2021-12-17T15:48:14.477061Z,2021-12-17T15:48:14.477114Z,15.035,cumartesi,cumartesi,cumartes i,cumarte si,cu m arte si,c um artesi,cu martesi,cum artesi,cum arte si,c u martesi,c umartesi
970,1030,swarnimvijay1971,swarnimvijay1971,swarnimvijay197 1,s warnimvijay1971,swarnimvijay19 71,swarnimvijay 1971,sw arnimvijay1971,swar nimvijay1971,swarnimvijay1 971,swa rnimvijay1971,swarn imvijay1971,roman,229379,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has a mix of english and hindi tokens""]}",None,swarnim vijay 1971,3,1300,2021-12-17T15:47:55.449486Z,2021-12-17T15:47:55.449533Z,40.868,swarnim vijay 1971,swarnimvijay1971,swarnim vijay1971,swarnim vijay 1971,swarn im vijay 1971,sw arnim vijay 1971,swarnimvijay 1971,swarn imvijay1971,swarn imvijay 1971,swarn im vijay1971,swar nimvijay 1971
971,1031,5yearsforakhilintfi,5yearsforakhilintfi,5yearsforakhilintf i,5 yearsforakhilintfi,5yearsforakhilint fi,5year sforakhilintfi,5years forakhilintfi,5yearsforakhilin tfi,5yearsforakhilint f i,5 year sforakhilintfi,5y earsforakhilintfi,roman,229377,None,Hashtag has named entities,"[{""start"": 9, ""end"": 14, ""text"": ""akhil"", ""labels"": [""Named Entity""]}, {""start"": 16, ""end"": 19, ""text"": ""tfi"", ""labels"": [""Named Entity""]}]",5 years for akhil in tfi,3,1298,2021-12-17T15:47:08.170742Z,2021-12-17T15:47:08.170796Z,116.455,5 years for akhil in tfi,5 years for akhil intfi,5 years for akhi lintfi,5 years forakhi lint fi,5 years for akhilint fi,5yearsforakhilintfi,5 years for akhil in tfi,5 years for akhilintfi,5 years forakhilintfi,5 years forakhil intfi,5 years for a khil intfi
972,1032,ttvgreetschristmas,ttvgreetschristmas,ttvgreetschristm as,ttvgreetschristma s,ttvgreets christmas,t tvgreetschristmas,ttvgreetschrist mas,tt vgreetschristmas,ttvgreetschrist m as,ttv greetschristmas,ttvgreetschris tmas,roman,229376,None,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""ttv"", ""labels"": [""Named Entity""]}]",ttv greets christmas,3,1297,2021-12-17T15:45:10.161723Z,2021-12-17T15:45:10.161773Z,34.216,ttv greets christmas,ttv greets christmas,t tv greets christmas,ttv greetschristmas,ttv greet s christmas,tt v greet s christmas,ttvgreets christmas,ttvgreetschristmas,tt v greets christmas,t t v greets christmas,tt vgreets christmas
973,1033,nosushantnobollywood,nosushantnobollywood,nosushantnobollywoo d,nosushantnobolly wood,no sushantnobollywood,n osushantnobollywood,nosushantno bollywood,nosushantnobollywo od,nos ushantnobollywood,nosushantnobollyw ood,nosushantnobollywo o d,roman,229375,None,Hashtag has named entities,"[{""start"": 2, ""end"": 9, ""text"": ""sushant"", ""labels"": [""Named Entity""]}]",no sushant no bollywood,3,1296,2021-12-17T15:44:34.943614Z,2021-12-17T15:44:34.943661Z,18.582,no sushant no bollywood,no sushant no bollywood,nosushant nobollywood,no sushantno bollywood,no sushantnobollywood,nosushantnobollywood,nosushant no bollywood,no sushant nobollywood,no su shant no bollywood,nosushantno bollywood,no su shant nobollywood
974,1034,bringdownssrkillers,bringdownssrkillers,bringdownssrkiller s,bringdownssrkille rs,b ringdownssrkillers,bring downssrkillers,bringdownssr killers,br ingdownssrkillers,bringdownssrkill ers,bri ngdownssrkillers,brin gdownssrkillers,roman,229374,None,Hashtag has named entities,"[{""start"": 9, ""end"": 12, ""text"": ""ssr"", ""labels"": [""Named Entity""]}]",bring down ssr killers,3,1295,2021-12-17T15:44:14.719686Z,2021-12-17T15:44:14.719733Z,16.8,bring down ssr killers,bring down ssr killers,bringdowns srkillers,bringdown ssrkillers,bring downssr killers,bringdowns sr killers,bringdown ssr killers,bringdownssrkillers,bringdownssr killers,bring down ssrkillers,bring down s sr killers
975,1035,simrankaur,simran kaur,simrankaur,simrank aur,simrankau r,s imrankaur,simran kau r,si mrankaur,simranka ur,sim rankaur,s imran kaur,roman,229372,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""simran"", ""labels"": [""Named Entity""]}, {""start"": 6, ""end"": 10, ""text"": ""kaur"", ""labels"": [""Named Entity""]}]",simrankaur,3,1293,2021-12-17T15:43:23.033128Z,2021-12-17T15:43:23.033176Z,10.33,simran kaur,simran kaur,simrankaur,sim rankaur,sim rank aur,simranka ur,s imrankaur,simrank aur,s imran kaur,s im rankaur,s im rank aur
976,1036,livwba,livwba,livwb a,liv wba,livw ba,li vwba,l ivwba,liv wb a,l i v wba,livw b a,liv w ba,roman,229371,$3,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""liv"", ""labels"": [""Named Entity""]}, {""start"": 3, ""end"": 6, ""text"": ""wba"", ""labels"": [""Named Entity""]}]",livwba,3,1292,2021-12-17T15:43:11.574946Z,2021-12-17T15:43:11.574992Z,28.288,liv wba,livwba,livw ba,liv wb a,liv w b a,li vw ba,livw b a,liv wba,li vwba,liv w ba,li v wba
977,1037,unstoppablebheemmania,unstoppablebheemmania,unstoppablebheemmani a,u nstoppablebheemmania,un stoppablebheemmania,unstoppablebheemman ia,unstoppablebheemma nia,unstoppablebheem mania,uns toppablebheemmania,unstoppable bheemmania,unstoppablebheemm ania,roman,229370,None,Hashtag has named entities,"[{""start"": 11, ""end"": 16, ""text"": ""bheem"", ""labels"": [""Named Entity""]}]",unstoppable bheem mania,3,1291,2021-12-17T15:42:40.433594Z,2021-12-17T15:42:40.433649Z,35.928,unstoppable bheem mania,unstoppable bheemmania,unstoppable bheem mania,unstoppablebheemmania,unstoppablebheem mania,unstoppableb heem mania,unstoppable b heemmania,unstoppable b heem mania,unstoppableb heemmania,unstoppable bh eemmania,unstoppable bheemma nia
978,1038,bollywood,bollywood,bolly wood,b ollywood,bollywoo d,bol lywood,bo llywood,bollywo od,boll ywood,boll y wood,bollyw ood,roman,229369,$1,None,None,bollywood,3,1290,2021-12-17T15:41:23.374933Z,2021-12-17T15:41:23.374978Z,2.028,bollywood,bollywood,bo llywood,boll ywood,bo lly wood,b o llywood,bolly wood,b ollywood,b olly wood,bol lywood,boll y wood
979,1039,releaseghanshyam,releaseghanshyam,release ghanshyam,releaseghanshya m,releaseghanshy am,release ghan shyam,r eleaseghanshyam,re leaseghanshyam,releaseghan shyam,releaseghansh yam,rel easeghanshyam,roman,229368,$2,Hashtag has named entities,"[{""start"": 7, ""end"": 16, ""text"": ""ghanshyam"", ""labels"": [""Named Entity""]}]",releaseghanshyam,3,1289,2021-12-17T15:41:20.015997Z,2021-12-17T15:41:20.016044Z,13.54,release ghanshyam,releaseghanshyam,release ghanshyam,releaseghans hyam,release ghansh yam,releaseg hanshyam,releaseghansh yam,release ghans hyam,releaseg hans hyam,release ghan sh yam,re lease ghanshyam
980,1040,hathrascase,hathrascase,hathras case,hathrasca se,hathrascas e,ha thrascase,h athrascase,hat hrascase,hath rascase,hathrasc ase,hathras ca se,roman,229367,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""hathras"", ""labels"": [""Named Entity""]}]",hathrascase,3,1288,2021-12-17T15:41:05.136539Z,2021-12-17T15:41:05.136586Z,7.877,hathras case,hathras case,ha thrascase,h athras case,hath ras case,hat hras case,hathrascase,ha thras case,h athrascase,hathra s case,hathrasca se
981,1041,12yearsofrabnebanadijodi,12yearsofrabnebanadijodi,12yearsofrabnebanadijod i,12yearsofrabnebanadijo di,1 2yearsofrabnebanadijodi,12 yearsofrabnebanadijodi,12yearsofrabnebanadi jodi,12yearsofrabnebanadij odi,12yearsofrabnebanadijo d i,12yearsofrabne bana di jodi,12yearsof rab ne bana di jodi,roman,229366,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has a mix of english and hindi tokens""]}",None,12 years of rab ne banadi jodi,3,1287,2021-12-17T15:40:55.913685Z,2021-12-17T15:40:55.913731Z,29.172,12 years of rab ne banadi jodi,12 years ofrabnebanadijodi,12 years of rab nebanadijodi,12 years of rabne banadijodi,12 years ofrabne banadijodi,12years ofrabnebanadijodi,12 years of rabnebanadijodi,12 years ofrab nebanadijodi,12 years ofrab ne banadijodi,12 years ofrabnebanadi jodi,12 years ofrab nebanadi jodi
982,1042,raunakretorts,raunakretorts,raunak retorts,raunakretort s,r aunakretorts,ra unakretorts,raunakretor ts,raunakreto rts,raunakre torts,rau nakretorts,raun akretorts,roman,229365,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""raunak"", ""labels"": [""Named Entity""]}]",raunakretorts,3,1286,2021-12-17T15:40:25.433713Z,2021-12-17T15:40:25.433758Z,9.924,raunak retorts,raunak retorts,rauna kretorts,raunakretort s,raun akretorts,raunakretorts,raunak retort s,rauna k retorts,rau nak retorts,raunakre to rts,ra u nak retorts
983,1043,unitedontdivide,unitedontdivide,unitedontdivi de,unitedontdivid e,unite dont divide,u nitedontdivide,un itedontdivide,unitedont divide,unit edontdivide,united ontdivide,unite do nt divide,roman,229364,$4,None,None,unitedontdivide,3,1285,2021-12-17T15:40:14.371907Z,2021-12-17T15:40:14.371953Z,1034.859,unite dont divide,unite dont divide,unitedontdivide,united on tdivide,united on t divide,united ont divide,unitedont divide,unitedon tdivide,unite dontdivide,united ontdivide,unitedon t divide
984,1044,prasadtechintelugu,prasadtechintelugu,prasadtechintelug u,p rasadtechintelugu,prasadtechin telugu,prasadtechintelu gu,prasad techintelugu,pr asadtechintelugu,pra sadtechintelugu,prasadtech in telugu,prasadtechintel ugu,roman,229363,None,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""prasad"", ""labels"": [""Named Entity""]}]",prasad tech in telugu,3,1284,2021-12-17T15:22:58.128022Z,2021-12-17T15:22:58.128079Z,25.766,prasad tech in telugu,prasadtech in telugu,prasad techin telugu,prasadtechintelugu,prasadtech intelugu,prasad techint elugu,prasadtechin telugu,prasad tech in telugu,pras ad tech in telugu,pras ad techin telugu,pras adtech in telugu
985,1045,vishal30,vishal30,vishal 30,vishal 3 0,v ishal30,vishal3 0,visha l30,vi shal30,vish al30,vis hal30,visha l 30,roman,229362,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""vishal"", ""labels"": [""Named Entity""]}]",vishal30,3,938,2021-12-13T16:46:58.965246Z,2021-12-13T16:46:58.965293Z,5.169,vishal 30,vishal 30,vishal 3 0,visha l30,vi shal 30,vish al30,vishal30,vishal3 0,vi shal30,vis hal30,vi sha l30
986,1046,taekook,taekook,taeko ok,tae kook,taekoo k,t aekook,tae ko ok,ta ekook,taek ook,taeko o k,taek o ok,roman,229361,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""taekook"", ""labels"": [""Named Entity""]}]",taekook,3,937,2021-12-13T16:46:52.716335Z,2021-12-13T16:46:52.716380Z,13.621,taekook,tae kook,taek ook,tae koo k,taek o ok,taekoo k,taekook,tae ko ok,tae k ook,ta ek ook,taeko ok
987,1047,ayalaan,ayalaan,ayala an,aya laan,ayal aan,a yalaan,ayala a n,ayalaa n,ay alaan,ay al aan,a yala an,roman,229360,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""ayalaan"", ""labels"": [""Named Entity""]}]",ayalaan,3,936,2021-12-13T16:46:35.081149Z,2021-12-13T16:46:35.081194Z,14.795,ayalaan,ayalaan,aya laan,a yalaan,ay al aan,ay alaan,ayal aan,ayala an,ay a laan,ayala a n,ay ala an
988,1048,karthigaideepam2020,karthigaideepam2020,karthigaideepam20 20,karthigai deepam 2020,karthigaideepam202 0,karthigaideepam 2020,k arthigaideepam2020,ka rthigaideepam2020,kar thigaideepam2020,kart higaideepam2020,karthigaideepam2 020,roman,229359,None,Hashtag has non english token ,None,karthigai deepam 2020,3,935,2021-12-13T16:46:19.198109Z,2021-12-13T16:46:19.198155Z,15.616,karthigai deepam 2020,karthigaideepam2020,karthi gai deepam2020,karthigai deepam 2020,karthi gai deepam 2020,karthigai deep am 2020,karthi gaideepam2020,karthigai deepam2020,karthigaideepam 2020,karthiga ideepam2020,karthiga ideepam 2020
989,1050,oscars2021,oscars2021,oscars 2021,oscars202 1,oscars20 21,o scars2021,oscar s2021,os cars2021,oscars 20 21,oscar s 2021,oscars2 021,roman,229357,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""oscars"", ""labels"": [""Named Entity""]}]",oscars2021,3,933,2021-12-13T16:45:41.422337Z,2021-12-13T16:45:41.422383Z,5.101,oscars 2021,oscars2021,oscars 20 21,oscars2 0 2 1,oscars 20 2 1,oscars 2 0 2 1,oscars 2 0 21,oscars 2021,oscars 202 1,o scars2021,os cars 2021
990,1051,apnawalagaana,apnawalagaana,apnawalagaan a,apnawalagaa na,a pnawalagaana,apnawalag aana,apnawalaga ana,apnawa lagaana,ap nawalagaana,apnawala gaana,apna walagaana,roman,229356,None,Hashtag has non english token ,None,apna wala gaana,3,932,2021-12-13T16:45:35.300460Z,2021-12-13T16:45:35.300506Z,20.129,apna wala gaana,apna wala gaana,apna walagaana,apnawalagaana,ap na wala gaana,apna walaga ana,apna wa laga ana,apna wa lagaana,a pna wala gaana,ap na walagaana,apna walagaa na
991,1052,sureshchakravarthi,sureshchakravarthi,suresh chakravarthi,sureshchakravarth i,sureshchakravart hi,sureshchakravar thi,s ureshchakravarthi,sur eshchakravarthi,su reshchakravarthi,sure shchakravarthi,sureshchakravart h i,roman,229355,None,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""suresh"", ""labels"": [""Named Entity""]}, {""start"": 6, ""end"": 18, ""text"": ""chakravarthi"", ""labels"": [""Named Entity""]}]",suresh chakravarthi,3,931,2021-12-13T16:45:13.723168Z,2021-12-13T16:45:13.723216Z,10.833,suresh chakravarthi,suresh chakravarthi,suresh chakravart hi,suresh chakrav arthi,suresh chakra varthi,sureshchakravart hi,sure sh chakravarthi,sureshchakravarthi,suresh chakravarth i,suresh chakravar thi,suresh chak ravarthi
992,1053,uttarakhandfoundationday,uttarakhandfoundationday,uttarakhandfoundationda y,uttarakhandfoundation day,uttarakhand foundation day,u ttarakhandfoundationday,uttar akhandfoundationday,ut tarakhandfoundationday,uttarakhandfoundationd ay,uttarakhand foundationday,uttarakhandfoundati on day,roman,229354,$4,Hashtag has named entities,"[{""start"": 0, ""end"": 11, ""text"": ""uttarakhand"", ""labels"": [""Named Entity""]}]",uttarakhandfoundationday,3,929,2021-12-13T16:44:14.027754Z,2021-12-13T16:44:14.027800Z,9.899,uttarakhand foundation day,uttarakhand foundation day,uttarakhandfoundation day,uttarakhand foundationday,uttarakhan dfoundation day,uttarak hand foundation day,uttarakha nd foundation day,uttarakhan dfoundationday,uttarakhandfoundationday,uttarakh and foundation day,uttarakh and foundationday
993,1054,boycottjio,boycottjio,boycott jio,boycott ji o,boycottji o,b oycottjio,boy cottjio,bo ycottjio,boycottj io,boycot tjio,boycottj i o,roman,229353,$2,Hashtag has named entities,"[{""start"": 7, ""end"": 10, ""text"": ""jio"", ""labels"": [""Named Entity""]}]",boycottjio,3,928,2021-12-13T16:44:03.062280Z,2021-12-13T16:44:03.062331Z,6.596,boycott jio,boycottjio,boycott ji o,boycot tjio,boycottj i o,boycot t jio,boycott jio,boycottj io,boycottji o,boycott j io,boycot tj io
994,1056,livtot,livtot,liv tot,liv to t,livto t,l ivtot,li vtot,livt ot,l i v tot,liv t o t,li v tot,roman,229350,$1,None,None,livtot,3,926,2021-12-13T16:43:39.871603Z,2021-12-13T16:43:39.871649Z,10.621,livtot,livtot,liv tot,liv t o t,liv t ot,liv to t,livto t,li v to t,li vtot,li v t o t,li v tot
995,1057,valimaiupdate,valimaiupdate,valimaiupdat e,valimaiup date,valimai update,v alimaiupdate,valimaiupda te,va limaiupdate,valimaiupd ate,val imaiupdate,vali maiupdate,roman,229349,$4,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""valimai"", ""labels"": [""Named Entity""]}]",valimaiupdate,3,925,2021-12-13T16:43:27.529564Z,2021-12-13T16:43:27.529610Z,9.724,valimai update,valimai update,vali mai update,vali maiupdate,valima i update,va li mai update,valimaiupdate,val imai update,val imaiupdate,va limai update,valima iupdate
996,1059,ramcharan,ramcharan,ram charan,ramchar an,ramcha ran,ramc haran,ramchara n,r amcharan,r am charan,ra mcharan,r a m charan,roman,229347,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 9, ""text"": ""ramcharan"", ""labels"": [""Named Entity""]}]",ramcharan,3,924,2021-12-13T16:43:02.805888Z,2021-12-13T16:43:02.805936Z,5.252,ramcharan,ramcharan,r am charan,ramch aran,ramchar an,ram charan,ramchara n,ramcha ran,ramc haran,r amcharan,ram chara n
997,1060,gamanam,gamanam,ga manam,gaman am,ga man am,gama nam,gamana m,gam anam,gam an am,g amanam,gama na m,roman,229346,$1,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities""]}","[{""start"": 0, ""end"": 7, ""text"": ""gamanam"", ""labels"": [""Named Entity""]}]",gamanam,3,923,2021-12-13T16:42:56.511472Z,2021-12-13T16:42:56.511521Z,12.524,gamanam,gamanam,ga manam,gamana m,gaman a m,ga ma nam,gaman am,gama nam,ga mana m,gam anam,ga man am
998,1061,galaxys20fe,galaxys20fe,galaxy s20 fe,galaxys20f e,g alaxys20fe,ga laxys20fe,galaxy s20fe,galaxys20 fe,gal axys20fe,gala xys20fe,galax ys20fe,roman,229345,None,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""galaxy"", ""labels"": [""Named Entity""]}, {""start"": 6, ""end"": 11, ""text"": ""s20fe"", ""labels"": [""Named Entity""]}]",galaxy s20fe,3,922,2021-12-13T16:42:39.590985Z,2021-12-13T16:42:39.591030Z,24.064,galaxy s20fe,galaxy s20 fe,galaxy s20f e,galaxys 20 f e,galaxy s20fe,galaxys20fe,galaxy s20 f e,galaxys20 f e,galaxys20 fe,galaxys 20 fe,galaxys 20fe
999,1062,hyderabadroars4ssr,hyderabadroars4ssr,hyderabadroars4ss r,hyderabadroars4s sr,h yderabadroars4ssr,hyderabad roars4ssr,hyde rabadroars4ssr,hyderabadroars4 ssr,hyder abadroars4ssr,hyd erabadroars4ssr,hy derabadroars4ssr,roman,229344,None,Hashtag has named entities,"[{""start"": 0, ""end"": 9, ""text"": ""hyderabad"", ""labels"": [""Named Entity""]}, {""start"": 15, ""end"": 18, ""text"": ""ssr"", ""labels"": [""Named Entity""]}]",hyderabad roars 4 ssr,3,921,2021-12-13T16:42:09.808710Z,2021-12-13T16:42:09.808757Z,24.957,hyderabad roars 4 ssr,hyderabad roars4ssr,hyderabadroars4 ssr,hyderabad roars4 ssr,hyderabadroars 4ssr,hyderabadroars4ssr,hyderabad roars 4ssr,hyderabad roars 4 ssr,hyderabadroars 4 ssr,hyderabad roars 4s sr,hyderabadroars4s sr
1000,1063,talojajail,talojajail,taloja jail,talojajai l,t alojajail,talojaja il,ta lojajail,tal ojajail,talojaj ail,talo ja jail,talojaja i l,roman,229343,$2,Hashtag has named entities,"[{""start"": 0, ""end"": 6, ""text"": ""taloja"", ""labels"": [""Named Entity""]}]",talojajail,3,920,2021-12-13T16:41:41.052513Z,2021-12-13T16:41:41.052559Z,26.395,taloja jail,taloja jail,ta loja jail,ta lojajail,talo jajail,ta lo jajail,talojajail,ta lo ja ja il,ta lo ja jail,ta lo jaja il,ta lojaja il
1001,1064,kodiyiloruvan,kodiyiloruvan,kodiyiloruv an,kodiyiloru van,kodiyiloruva n,ko diyiloruvan,k odiyiloruvan,kod iyiloruvan,kodi yiloruvan,kodiyil oruvan,kodiyiloru v an,roman,229342,$9,Hashtag has non english token ,None,kodiyiloruvan,3,919,2021-12-13T16:41:11.093275Z,2021-12-13T16:41:11.093322Z,20.663,kodiyil oruvan,kodiyilo ruvan,kodiyiloruvan,kodiy ilo ruvan,kodiy i lo ruvan,kodiyi lo ruvan,kodiyil or uvan,kodiyi loruvan,kodiyilo ruva n,kodi yilo ruvan,kodiyilor uvan
1002,1065,jilla,jilla,jill a,jil la,j illa,ji lla,ji ll a,ji l la,ji l l a,j ill a,j i ll a,roman,229341,$1,None,None,jilla,3,918,2021-12-13T16:40:49.524112Z,2021-12-13T16:40:49.524159Z,1.977,jilla,jilla,j illa,ji lla,j il la,ji l la,jill a,jil la,j ill a,ji ll a,j i lla
1003,1066,mdhdadaji,mdhdadaji,mdhdadaj i,mdhdada ji,mdh dadaji,m dhdadaji,mdh dada ji,md hdadaji,mdhdad aji,mdhda daji,mdhda da ji,roman,229340,$4,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities""]}","[{""start"": 0, ""end"": 3, ""text"": ""mdh"", ""labels"": [""Named Entity""]}]",mdhdadaji,3,917,2021-12-13T16:40:46.325184Z,2021-12-13T16:40:46.325230Z,10.458,mdh dadaji,mdhdadaji,m dhda daji,m dh da daji,mdhd adaji,md hd adaji,mdh dada ji,m dh dada ji,m dh da da ji,mdh da daji,m dhdadaji
1004,1067,usaelection2020,usaelection2020,usaelection20 20,usaelection202 0,usa election 2020,us aelection2020,usaelection 2020,u saelection2020,usa election2020,usaelection2 020,usaelection 20 20,roman,229339,$4,Hashtag has named entities,"[{""start"": 0, ""end"": 3, ""text"": ""usa"", ""labels"": [""Named Entity""]}]",usaelection2020,3,916,2021-12-13T16:40:33.820644Z,2021-12-13T16:40:33.820688Z,11.124,usa election 2020,usa election 2020,usa election2020,u sa election 2020,usa election 20 20,u sa election2020,usaelection 2020,usaelection2020,us a election 2020,u saelection2020,us aelection 2020
1005,1068,santaclaus,santa claus,santaclaus,santacla us,santaclau s,s antaclaus,sa ntaclaus,san taclaus,santacl aus,sant aclaus,sant a claus,roman,229338,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 5, ""text"": ""santa"", ""labels"": [""Named Entity""]}, {""start"": 5, ""end"": 10, ""text"": ""claus"", ""labels"": [""Named Entity""]}]",santaclaus,3,915,2021-12-13T16:40:21.404737Z,2021-12-13T16:40:21.404787Z,10.876,santa claus,santa claus,santac laus,santacla us,san taclaus,santa cla us,santaclaus,s antaclaus,s anta claus,san ta claus,santac la us
1006,1069,hyderabadwithyogi,hyderabadwithyogi,hyderabadwithyog i,hyderabad with yogi,h yderabadwithyogi,hyderabadwith yogi,hyderabadwithyo gi,hyderabad withyogi,hyde rabadwithyogi,hyder abadwithyogi,hyd erabadwithyogi,roman,229337,$3,Hashtag has named entities,"[{""start"": 13, ""end"": 17, ""text"": ""yogi"", ""labels"": [""Named Entity""]}, {""start"": 0, ""end"": 9, ""text"": ""hyderabad"", ""labels"": [""Named Entity""]}]",hyderabadwithyogi,3,914,2021-12-13T16:40:09.233452Z,2021-12-13T16:40:09.233498Z,9.514,hyderabad with yogi,hyderabad with yogi,hyderabad withyogi,hyderabad with yog i,hyderabadwithy ogi,hyderabad withy ogi,hyderabadwithyogi,hyderabadwith yogi,hyderabad with yo gi,hyderabadwithyo gi,hyderabad wit h yogi
1007,1070,yourefired,yourefired,youre fired,you re fired,you refired,yourefire d,yourefi red,your e fired,y ourefired,yourefir ed,your efired,roman,229336,$2,None,None,yourefired,3,913,2021-12-13T16:39:48.336114Z,2021-12-13T16:39:48.336161Z,3.911,youre fired,youre fired,yourefired,you r e fired,y ou re fired,youre f ired,you re fired,you refired,your e fired,yo ure fired,youre fi red
1008,1071,anirudh,anirudh,ani rudh,a nirudh,anirud h,an irudh,aniru dh,anir udh,an iru dh,an i rudh,a ni rudh,roman,229334,$1,Hashtag has named entities,"[{""start"": 0, ""end"": 7, ""text"": ""anirudh"", ""labels"": [""Named Entity""]}]",anirudh,3,912,2021-12-13T16:39:33.370303Z,2021-12-13T16:39:33.370353Z,5.808,anirudh,anirudh,anirud h,aniru dh,ani r udh,anir u dh,anir udh,ani rudh,ani ru dh,ani r u dh,an ir udh
1009,1072,diwali2020,diwali2020,diwali 2020,diwali 20 20,diwali20 20,di wali2020,d iwali2020,diwali202 0,diwali 2 0 2 0,diwali2 020,di wali 2020,roman,229333,$2,None,None,diwali2020,3,911,2021-12-13T16:39:25.028573Z,2021-12-13T16:39:25.028623Z,2.256,diwali 2020,diwali 2020,diwali 20 20,diwali202 0,diwali2 020,diwali 2 0 2 0,diwali2020,diwali 202 0,diwali 2 0 20,diwali2 0 2 0,diwali2 0 20
1010,1073,kisanvirodhinarendramodi,kisanvirodhinarendramodi,kisanvirodhinarendramod i,kisanvirodhinarendramo di,kisanvirodhinarendra modi,k isanvirodhinarendramodi,ki sanvirodhinarendramodi,kis anvirodhinarendramodi,kisanvirodhi narendra modi,kisanvirodhinarendram odi,kisanvirodhi narendramodi,roman,229332,None,"{""choices"": [""Hashtag has non english token "", ""Hashtag has named entities""]}","[{""start"": 20, ""end"": 24, ""text"": ""modi"", ""labels"": [""Named Entity""]}, {""start"": 12, ""end"": 20, ""text"": ""narendra"", ""labels"": [""Named Entity""]}]",kisan virodhi narendra modi,3,910,2021-12-13T16:39:21.655055Z,2021-12-13T16:39:21.655102Z,32.03,kisan virodhi narendra modi,kisan virodhi narendra modi,kisan viro dhi narendra modi,kisan virodhinarendramodi,kisan virodh i narendramodi,kisanvir odhi narendra modi,kisan virodhi narendramodi,kisan virodh i narendra modi,kisan viro dhi narendramodi,kisanvirodhinarendramodi,ki san virodhi narendra modi
